Suburb,SellerG,CouncilArea,Type,BuildingArea,Rooms,Propertycount,Lattitude,Longtitude,Distance,YearBuilt,Car,Postcode,airbnb_price_median,airbnb_weekly_price_median,airbnb_monthly_price_median
Windsor,hockingstuart,Stonnington,u,79.0,2,4380.0,-37.8559,144.999,5.1,1965.0,1.0,3181.0,112.0,713.0,2699.5
Windsor,Nelson,Stonnington,u,,2,4380.0,-37.8573,144.9978,5.1,,1.0,3181.0,112.0,713.0,2699.5
Windsor,Woodards,Stonnington,u,90.0,2,4380.0,-37.8582,144.9979,5.1,1945.0,1.0,3181.0,112.0,713.0,2699.5
Windsor,hockingstuart,Stonnington,h,,1,4380.0,-37.8556,144.9885,5.1,1930.0,1.0,3181.0,112.0,713.0,2699.5
Yallambie,Darren,Banyule,h,,3,1369.0,-37.7214,145.1063,15.0,,1.0,3085.0,82.0,200.0,750.0
Yallambie,Buckingham,Banyule,h,232.0,5,1369.0,-37.7327,145.0804,15.0,1960.0,2.0,3085.0,82.0,200.0,750.0
Yallambie,Darren,Banyule,h,,3,1369.0,-37.7285,145.0851,15.0,,2.0,3085.0,82.0,200.0,750.0
Balaclava,hockingstuart,Port Phillip,u,,2,2952.0,-37.8757,144.998,6.6,,0.0,3183.0,97.5,700.0,2418.0
Balaclava,hockingstuart,Port Phillip,u,,1,2952.0,-37.8686,144.9969,6.6,1940.0,0.0,3183.0,97.5,700.0,2418.0
Essendon West,Nelson,Moonee Valley,h,,3,588.0,-37.7506,144.8891,9.8,,1.0,3040.0,82.0,775.0,4000.0
Essendon West,Gunn&Co,Moonee Valley,h,,3,588.0,-37.7523,144.8862,9.8,,2.0,3040.0,82.0,775.0,4000.0
Kingsbury,Ray,Darebin,u,150.0,3,1414.0,-37.7157,145.0386,12.4,1961.0,1.0,3083.0,55.0,702.5,2291.5
West Melbourne,Woodards,Melbourne,h,,3,2230.0,-37.8082,144.9451,1.9,1870.0,1.0,3003.0,120.0,728.0,2500.0
West Melbourne,Alexkarbon,Melbourne,t,130.0,2,2230.0,-37.8094,144.9452,1.9,2010.0,1.0,3003.0,120.0,728.0,2500.0
West Melbourne,Alexkarbon,Melbourne,t,,3,2230.0,-37.8098,144.9448,1.9,,1.0,3003.0,120.0,728.0,2500.0
West Melbourne,Purplebricks,Melbourne,h,,2,2230.0,-37.8059,144.9459,1.9,1880.0,0.0,3003.0,120.0,728.0,2500.0
West Melbourne,Alexkarbon,Melbourne,u,,1,2230.0,-37.8084,144.9473,1.9,2013.0,1.0,3003.0,120.0,728.0,2500.0
Campbellfield,Harcourts,Hume,h,,3,1889.0,-37.6741,144.9698,14.5,,2.0,3061.0,,,
Airport West,Nelson,Moonee Valley,h,101.37,3,3464.0,-37.71655,144.88155,10.4,1960.0,2.0,3042.0,65.0,400.0,1550.0
Airport West,Nelson,Moonee Valley,h,,3,3464.0,-37.72274,144.88002,10.4,1950.0,2.0,3042.0,65.0,400.0,1550.0
Albert Park,Greg,Port Phillip,h,,2,3280.0,-37.8481,144.9566,3.0,1900.0,0.0,3206.0,165.0,900.0,3209.0
Albion,Barry,Brimbank,h,142.0,3,2185.0,-37.77917,144.82223,10.5,1920.0,0.0,3020.0,40.0,160.0,600.0
Alphington,Jellis,Yarra,h,,4,2211.0,-37.78122000000001,145.0336,5.7,,2.0,3078.0,79.0,395.0,1850.0
Altona North,Greg,Hobsons Bay,h,110.0,3,5132.0,-37.8265,144.84386,9.4,1960.0,2.0,3025.0,55.0,,
Armadale,Marshall,Stonnington,h,,5,4836.0,-37.85311,145.02847,6.3,,3.0,3143.0,100.0,550.0,2390.0
Ashwood,hockingstuart,Monash,h,,3,2894.0,-37.87257,145.09781999999996,10.2,,2.0,3147.0,60.0,250.0,
Avondale Heights,Moonee,Moonee Valley,u,,3,4502.0,-37.76215,144.85986,9.5,,1.0,3034.0,40.0,,
Avondale Heights,McDonald,Moonee Valley,h,,3,4502.0,-37.76616,144.8575,9.5,,4.0,3034.0,40.0,,
Balwyn North,Noel,Boroondara,h,,5,7809.0,-37.79888,145.06649,9.7,,2.0,3104.0,80.0,450.0,1750.0
Balwyn North,Ray,Boroondara,t,,3,7809.0,-37.79362,145.0652,9.7,,2.0,3104.0,80.0,450.0,1750.0
Balwyn North,Fletchers,Boroondara,h,127.0,3,7809.0,-37.79495,145.08192,9.7,1965.0,2.0,3104.0,80.0,450.0,1750.0
Bayswater,Fletchers,Knox,t,125.0,3,5030.0,-37.83909,145.26075,23.2,2010.0,1.0,3153.0,50.5,952.0,3512.0
Bayswater North,Stockdale,Maroondah,u,,3,3598.0,-37.83303,145.27488,23.2,1970.0,2.0,3153.0,50.5,952.0,3512.0
Beaumaris,Ray,Bayside,h,,4,5366.0,-37.98139000000001,145.05251,17.3,1925.0,3.0,3193.0,147.5,1855.0,7470.0
Beaumaris,Hodges,Bayside,h,,4,5366.0,-37.98713,145.04887,17.3,,3.0,3193.0,147.5,1855.0,7470.0
Bentleigh,Buxton,Glen Eira,h,,3,6795.0,-37.92487,145.04703,11.4,,1.0,3204.0,71.0,590.0,2251.0
Bentleigh,hockingstuart,Glen Eira,h,114.0,3,6795.0,-37.92999,145.04932,11.4,1970.0,1.0,3204.0,71.0,590.0,2251.0
Bentleigh East,Buxton,Glen Eira,h,188.0,5,10969.0,-37.93228,145.07026000000005,13.8,1950.0,2.0,3165.0,69.0,490.0,1800.0
Berwick,C21,Casey,h,,4,17093.0,-38.02434,145.33117,35.2,,2.0,3806.0,84.0,540.0,
Boronia,Stockdale,Knox,h,,3,9704.0,-37.84674,145.29351,25.0,,2.0,3155.0,71.0,324.5,1099.5
Briar Hill,Barry,Banyule,h,120.0,3,1390.0,-37.70822,145.11495,16.1,2000.0,2.0,3088.0,65.0,250.0,955.0
Brighton,RT,Bayside,h,219.0,3,10579.0,-37.90876,145.00743,10.5,1910.0,2.0,3186.0,159.5,900.0,3550.0
Brighton,Hodges,Bayside,h,,5,10579.0,-37.92615,145.00282,10.5,,2.0,3186.0,159.5,900.0,3550.0
Brighton East,Buxton,Bayside,t,239.0,4,6938.0,-37.91503,145.00888,10.3,2001.0,2.0,3187.0,100.0,340.0,1100.0
Broadmeadows,Barry,Hume,t,123.21,3,4294.0,-37.68358,144.92387,14.0,2010.0,3.0,3047.0,40.0,475.0,
Broadmeadows,YPA,Hume,h,110.0,3,4294.0,-37.69237,144.93143999999995,14.0,1999.0,0.0,3047.0,40.0,475.0,
Brunswick,Jellis,Moreland,u,,2,11918.0,-37.77742,144.95666,5.2,,1.0,3056.0,77.0,525.0,2150.0
Brunswick East,Nicholson,Moreland,h,,2,5533.0,-37.76386,144.97783,4.0,,0.0,3057.0,100.0,550.0,2200.0
Brunswick West,Brad,Moreland,h,,3,7082.0,-37.76073,144.94803000000005,5.2,,1.0,3055.0,71.0,497.5,1750.0
Brunswick West,Jellis,Moreland,h,,2,7082.0,-37.76732,144.94098,5.2,1970.0,1.0,3055.0,71.0,497.5,1750.0
Bulleen,Fletchers,Manningham,h,,3,4480.0,-37.77615,145.08907,10.8,,2.0,3105.0,65.0,528.0,2000.0
Bundoora,Barry,Banyule,h,,3,10175.0,-37.70834,145.05424,12.1,,2.0,3083.0,55.0,702.5,2291.5
Bundoora,Ray,Banyule,h,,3,10175.0,-37.70074,145.0648,12.1,,1.0,3083.0,55.0,702.5,2291.5
Burnside Heights,Barry,Melton,h,230.0,3,1686.0,-37.7331,144.76282,14.8,2005.0,2.0,3023.0,71.0,500.0,
Burwood East,Ray,Whitehorse,h,140.7481,4,4048.0,-37.8534,145.14218,14.7,,1.0,3151.0,66.0,600.0,2200.0
Burwood East,Fletchers,Whitehorse,h,,3,4048.0,-37.85771,145.15466,14.7,,1.0,3151.0,66.0,600.0,2200.0
Cairnlea,YPA,Brimbank,h,145.0,3,2674.0,-37.75107,144.78415,14.8,2007.0,2.0,3023.0,71.0,500.0,
Camberwell,Noel,Boroondara,u,76.0,2,8920.0,-37.84716,145.07351,7.7,1975.0,1.0,3124.0,96.5,600.0,2500.0
Camberwell,Jellis,Boroondara,u,,2,8920.0,-37.83202,145.06095,7.7,,1.0,3124.0,96.5,600.0,2500.0
Camberwell,Bekdon,Boroondara,t,223.0,3,8920.0,-37.84689,145.05863,7.7,2006.0,2.0,3124.0,96.5,600.0,2500.0
Canterbury,Nelson,Boroondara,u,86.5,2,3265.0,-37.82091,145.06011,8.4,2015.0,1.0,3126.0,140.0,922.0,2702.0
Carlton,Woodards,Melbourne,u,,2,6786.0,-37.7969,144.9742,1.6,2013.0,1.0,3053.0,90.0,840.0,2850.0
Carlton,Nelson,Melbourne,h,,3,6786.0,-37.79449,144.97406,1.6,,2.0,3053.0,90.0,840.0,2850.0
Caroline Springs,Metro,Melton,h,,3,7719.0,-37.74397,144.73471999999995,14.8,,2.0,3023.0,71.0,500.0,
Caulfield South,hockingstuart,Glen Eira,u,,2,5051.0,-37.89565,145.0234,8.7,,1.0,3162.0,96.0,1190.0,4258.0
Cheltenham,O'Brien,Kingston,h,,5,9758.0,-37.96763,145.07898,17.9,,2.0,3192.0,100.0,750.0,2450.0
Cheltenham,Chisholm,Bayside,t,149.0,3,9758.0,-37.96062,145.04296000000005,17.9,2013.0,2.0,3192.0,100.0,750.0,2450.0
Cheltenham,Purplebricks,Bayside,u,,2,9758.0,-37.97143,145.05219,17.9,,1.0,3192.0,100.0,750.0,2450.0
Cheltenham,Ray,Kingston,h,,3,9758.0,-37.95629,145.06031000000004,17.9,,2.0,3192.0,100.0,750.0,2450.0
Clifton Hill,Nelson,Yarra,u,,3,2954.0,-37.79297,144.99776,3.6,1995.0,2.0,3068.0,102.5,720.0,2502.0
Coburg,Jellis,Moreland,h,100.0,2,11204.0,-37.74483,144.97269,6.7,1920.0,1.0,3058.0,75.0,430.0,1700.0
Coburg,Melbourne,Moreland,h,80.0,4,11204.0,-37.73704,144.97959,6.7,1960.0,2.0,3058.0,75.0,430.0,1700.0
Coburg,Jellis,Moreland,h,,3,11204.0,-37.75279000000001,144.95379,6.7,,2.0,3058.0,75.0,430.0,1700.0
Coburg North,Jellis,Moreland,h,,3,3445.0,-37.72495,144.98348,6.7,,2.0,3058.0,75.0,430.0,1700.0
Craigieburn,RE,Hume,h,236.0,4,15510.0,-37.58885,144.90135,20.6,2007.0,2.0,3064.0,49.0,185.0,
Craigieburn,RE,Hume,h,117.0,3,15510.0,-37.60329,144.93948,20.6,1990.0,4.0,3064.0,49.0,185.0,
Craigieburn,LJ,Hume,h,225.5,3,15510.0,-37.59715,144.89656000000005,20.6,2014.0,3.0,3064.0,49.0,185.0,
Cranbourne,O'Brien,Casey,h,,5,7680.0,-38.10687,145.2811,34.7,,1.0,3977.0,65.0,245.0,1025.0
Croydon,Hoskins,Maroondah,h,225.0,4,11925.0,-37.79587,145.2683,23.0,1970.0,2.0,3136.0,72.0,875.0,3001.0
Croydon,McGrath,Maroondah,h,110.0,2,11925.0,-37.80752,145.27212,23.0,1994.0,1.0,3136.0,72.0,875.0,3001.0
Croydon,Barry,Maroondah,h,,4,11925.0,-37.80267,145.27569,23.0,,2.0,3136.0,72.0,875.0,3001.0
Dandenong,McLennan,Greater Dandenong,u,,2,10894.0,-37.98712,145.22262,24.7,,0.0,3175.0,95.0,790.0,3150.0
Dandenong North,Barry,Greater Dandenong,h,120.0,3,8322.0,-37.96322,145.20586,24.7,1970.0,1.0,3175.0,95.0,790.0,3150.0
Dandenong North,O'Brien,Greater Dandenong,h,,3,8322.0,-37.96609,145.21997,24.7,,2.0,3175.0,95.0,790.0,3150.0
Dingley Village,Buxton,Kingston,u,,2,3940.0,-37.98412,145.13433,22.2,1975.0,1.0,3172.0,48.0,680.0,2500.0
Doncaster,Philip,Manningham,t,,3,9028.0,-37.78653,145.12363,12.4,,2.0,3108.0,138.0,1300.0,5400.0
Doreen,Buckingham,Whittlesea,h,179.0,3,7254.0,-37.61042,145.11932,25.9,2012.0,2.0,3754.0,96.0,450.0,1650.0
Eltham,Morrison,Nillumbik,h,,3,6990.0,-37.71926,145.15081999999995,18.0,,0.0,3095.0,120.0,550.0,2750.0
Eltham,Barry,Nillumbik,h,127.0,3,6990.0,-37.70913,145.1647,18.0,1979.0,0.0,3095.0,120.0,550.0,2750.0
Epping,hockingstuart,Whittlesea,u,109.0,2,10926.0,-37.65099,145.04663,19.6,2000.0,2.0,3076.0,48.0,435.0,1620.0
Epping,hockingstuart,Whittlesea,h,,5,10926.0,-37.63888,145.02813,19.6,,2.0,3076.0,48.0,435.0,1620.0
Essendon,McDonald,Moonee Valley,h,,3,9264.0,-37.74664,144.92285,7.5,,2.0,3040.0,82.0,775.0,4000.0
Essendon,Considine,Moonee Valley,u,,1,9264.0,-37.75515,144.92113999999995,7.5,,1.0,3040.0,82.0,775.0,4000.0
Essendon West,Brad,Moonee Valley,h,114.0,3,588.0,-37.75403,144.8867,7.5,2000.0,1.0,3040.0,82.0,775.0,4000.0
Fairfield,Jellis,Darebin,h,,3,2970.0,-37.78022,145.01771000000005,5.7,,0.0,3078.0,79.0,395.0,1850.0
Fawkner,Barry,Moreland,h,,3,5070.0,-37.69863,144.96685,13.1,,2.0,3060.0,40.0,,
Fitzroy North,Nelson,Yarra,h,79.0,2,6244.0,-37.78493,144.98879,3.6,1900.0,1.0,3068.0,102.5,720.0,2502.0
Fitzroy North,Jellis,Yarra,h,125.0,3,6244.0,-37.78714,144.97966,3.6,1900.0,1.0,3068.0,102.5,720.0,2502.0
Fitzroy North,Woodards,Yarra,h,,2,6244.0,-37.7836,144.98031,3.6,,0.0,3068.0,102.5,720.0,2502.0
Forest Hill,Ray,Whitehorse,h,,4,4385.0,-37.83816,145.17783,15.4,1970.0,2.0,3131.0,89.0,546.0,2200.0
Forest Hill,Noel,Whitehorse,t,,3,4385.0,-37.83401,145.17757,15.4,,2.0,3131.0,89.0,546.0,2200.0
Frankston,hockingstuart,Frankston,h,,3,17055.0,-38.1523,145.11874,38.0,,1.0,3199.0,109.0,600.0,2604.0
Frankston North,Ray,Frankston,h,109.0,3,2500.0,-38.11948,145.14928,36.9,1960.0,1.0,3200.0,,,
Frankston South,hockingstuart,Frankston,h,174.0,3,7566.0,-38.16492,145.12656,38.0,1960.0,2.0,3199.0,109.0,600.0,2604.0
Gisborne,Raine,Macedon Ranges,h,144.0,4,3376.0,-37.49642,144.60119,45.9,1980.0,2.0,3437.0,,,
Gladstone Park,YPA,Hume,h,,3,3285.0,-37.68541,144.88471,12.9,,2.0,3043.0,71.0,700.0,1502.0
Glen Iris,hockingstuart,Boroondara,h,,4,10412.0,-37.86231,145.07213000000004,7.3,,3.0,3146.0,100.0,765.0,2800.0
Glen Iris,Thomson,Stonnington,u,76.0,2,10412.0,-37.85399,145.04699,7.3,1965.0,1.0,3146.0,100.0,765.0,2800.0
Glen Iris,Thomson,Stonnington,u,,2,10412.0,-37.85546,145.04998,7.3,,1.0,3146.0,100.0,765.0,2800.0
Glenroy,Jellis,Moreland,t,133.0,3,8870.0,-37.70168,144.94862,11.2,2011.0,1.0,3046.0,60.0,400.0,630.0
Glenroy,Barry,Moreland,h,,3,8870.0,-37.71399,144.92264,11.2,,2.0,3046.0,60.0,400.0,630.0
Greensborough,Darren,Banyule,u,107.0,2,8524.0,-37.70267,145.09526,16.1,2000.0,1.0,3088.0,65.0,250.0,955.0
Hadfield,Harcourts,Moreland,u,,2,2606.0,-37.70733,144.94041,11.2,,2.0,3046.0,60.0,400.0,630.0
Hallam,O'Brien,Casey,h,,3,3728.0,-38.00022,145.2709,32.3,,2.0,3803.0,52.0,,
Hampton,Chisholm,Bayside,u,152.0,3,5454.0,-37.93464,144.99601,13.8,2010.0,2.0,3188.0,163.0,650.0,2500.0
Hampton East,McGrath,Bayside,h,204.0,3,2356.0,-37.93433,145.02983999999995,13.8,,2.0,3188.0,163.0,650.0,2500.0
Hawthorn,Peter,Boroondara,u,,1,11308.0,-37.81333,145.01932,5.3,,1.0,3122.0,86.5,600.0,2974.0
Hawthorn,Jellis,Boroondara,u,90.0,3,11308.0,-37.82987,145.03421,5.3,1940.0,1.0,3122.0,86.5,600.0,2974.0
Hawthorn,LITTLE,Boroondara,u,,2,11308.0,-37.83032,145.03898999999996,5.3,,1.0,3122.0,86.5,600.0,2974.0
Hawthorn,Jellis,Boroondara,h,156.0,4,11308.0,-37.81931,145.04107,5.3,1890.0,3.0,3122.0,86.5,600.0,2974.0
Hawthorn,Jellis,Boroondara,u,71.0,2,11308.0,-37.82824,145.03136999999995,5.3,1965.0,1.0,3122.0,86.5,600.0,2974.0
Healesville,McGrath,Yarra Ranges,h,156.6,3,3307.0,-37.64685,145.52635,45.2,2009.0,4.0,3777.0,195.0,1000.0,3585.0
Heidelberg Heights,Miles,Banyule,h,,3,2947.0,-37.73569000000001,145.05913,8.8,,1.0,3081.0,59.0,300.0,775.0
Heidelberg Heights,Barry,Banyule,h,,2,2947.0,-37.73764,145.05323,8.8,,1.0,3081.0,59.0,300.0,775.0
Heidelberg West,William,Banyule,h,95.0,3,2674.0,-37.7482,145.04073,8.8,1950.0,0.0,3081.0,59.0,300.0,775.0
Heidelberg West,William,Banyule,h,,3,2674.0,-37.74307,145.0399,8.8,,1.0,3081.0,59.0,300.0,775.0
Hillside,YPA,Melton,h,213.0,5,5556.0,-37.68455,144.73272,18.0,2007.0,2.0,3037.0,57.5,249.0,949.0
Huntingdale,Ray,Monash,h,87.0,3,768.0,-37.90415,145.10504,12.3,2005.0,2.0,3166.0,60.0,350.0,1358.5
Jacana,YPA,Hume,h,181.0,4,851.0,-37.6876,144.91167,14.0,1960.0,1.0,3047.0,40.0,475.0,
Jacana,YPA,Hume,t,89.0,2,851.0,-37.68582,144.91638,14.0,1995.0,1.0,3047.0,40.0,475.0,
Keilor Downs,Bells,Brimbank,h,,3,3656.0,-37.71424,144.7958,15.5,,2.0,3038.0,70.0,600.0,
Keilor Downs,Brad,Brimbank,h,180.0,3,3656.0,-37.72321,144.80882,15.5,1979.0,2.0,3038.0,70.0,600.0,
Keilor Lodge,Barry,Brimbank,h,,4,570.0,-37.70115,144.80144,15.5,1987.0,1.0,3038.0,70.0,600.0,
Kensington,Edward,Melbourne,t,120.0,3,5263.0,-37.79482,144.92192,3.4,1999.0,2.0,3031.0,82.0,502.5,1813.0
Kensington,Nelson,Melbourne,h,,2,5263.0,-37.78906,144.93173000000004,3.4,,0.0,3031.0,82.0,502.5,1813.0
Kensington,Nelson,Melbourne,t,,1,5263.0,-37.79059,144.93145,3.4,,0.0,3031.0,82.0,502.5,1813.0
Kensington,Edward,Melbourne,u,70.0,2,5263.0,-37.79122,144.93175,3.4,2011.0,1.0,3031.0,82.0,502.5,1813.0
Kew,Jellis,Boroondara,h,,2,10331.0,-37.79719,145.03177,5.4,,2.0,3101.0,96.0,500.0,1300.0
Kew East,Jellis,Boroondara,u,72.0,2,2671.0,-37.7972,145.05225,7.3,1970.0,1.0,3102.0,77.5,1589.0,5627.0
Keysborough,Ray,Greater Dandenong,h,,4,8459.0,-38.00293,145.16465,25.2,,2.0,3173.0,50.0,300.0,
Keysborough,Barry,Greater Dandenong,h,170.0,4,8459.0,-37.9865,145.16767,25.2,1970.0,2.0,3173.0,50.0,300.0,
Kings Park,Bells,Brimbank,h,,3,2878.0,-37.73341,144.77161,14.0,,2.0,3021.0,56.5,350.0,1300.0
Kings Park,YPA,Brimbank,h,112.0,3,2878.0,-37.731,144.77387,14.0,1975.0,1.0,3021.0,56.5,350.0,1300.0
Kingsville,Village,Maribyrnong,h,,3,1808.0,-37.80781,144.88083,6.4,,0.0,3012.0,90.5,365.0,1900.0
Kingsville,Jas,Maribyrnong,u,,1,1808.0,-37.80893,144.87878,6.4,,1.0,3012.0,90.5,365.0,1900.0
Lalor,Ray,Whittlesea,h,205.0,4,8279.0,-37.66747,144.98802,16.3,2008.0,4.0,3075.0,157.0,200.0,800.0
Lalor,Harcourts,Whittlesea,h,,3,8279.0,-37.67125,145.03171,16.3,,4.0,3075.0,157.0,200.0,800.0
Lalor,Harcourts,Whittlesea,u,,2,8279.0,-37.67222,145.0231,16.3,,1.0,3075.0,157.0,200.0,800.0
Lalor,Harcourts,Whittlesea,h,,5,8279.0,-37.67227000000001,145.03595,16.3,,2.0,3075.0,157.0,200.0,800.0
Lower Plenty,Barry,Banyule,h,,5,1624.0,-37.72399,145.12069,14.6,,2.0,3093.0,82.5,525.0,1820.0
Maidstone,Jas,Maribyrnong,t,,2,3873.0,-37.78775,144.87446,6.4,,1.0,3012.0,90.5,365.0,1900.0
Maidstone,Rendina,Maribyrnong,t,153.0,3,3873.0,-37.78284,144.88098,6.4,2004.0,2.0,3012.0,90.5,365.0,1900.0
Malvern East,Jellis,Stonnington,h,,3,8801.0,-37.86996,145.05621000000005,8.4,,2.0,3145.0,82.0,350.0,925.0
Maribyrnong,Brad,Maribyrnong,h,,3,4918.0,-37.769,144.89934,4.3,,1.0,3032.0,86.5,380.0,1255.0
Melton,Raine,Melton,h,200.0,4,3600.0,-37.69026,144.57866,31.7,1986.0,1.0,3337.0,65.0,,
Melton,PRDNationwide,Melton,h,100.0,3,3600.0,-37.68738,144.57415,31.7,1980.0,2.0,3337.0,65.0,,
Mernda,Harcourts,Whittlesea,h,221.0,4,5812.0,-37.58676,145.08889,25.9,2012.0,2.0,3754.0,96.0,450.0,1650.0
Mernda,RW,Whittlesea,h,,4,5812.0,-37.60238,145.08695,25.9,,2.0,3754.0,96.0,450.0,1650.0
Mill Park,Love,Whittlesea,u,88.0,2,10529.0,-37.67231,145.05878,17.9,2000.0,1.0,3082.0,37.5,,
Mill Park,Ray,Whittlesea,h,,3,10529.0,-37.66903,145.05091000000004,17.9,,1.0,3082.0,37.5,,
Mitcham,Noel,Whitehorse,h,138.0,3,6871.0,-37.82583,145.20608,17.2,1975.0,2.0,3132.0,62.0,,
Mitcham,Noel,Whitehorse,t,146.0,3,6871.0,-37.8179,145.20658,17.2,2016.0,1.0,3132.0,62.0,,
Mont Albert,Marshall,Boroondara,h,,5,2079.0,-37.81269,145.10236,10.2,,4.0,3127.0,72.0,444.5,1699.0
Montmorency,Ray,Banyule,h,128.0,3,3891.0,-37.72857,145.12728,16.2,1970.0,3.0,3094.0,55.0,,
Montmorency,Fletchers,Banyule,h,,3,3891.0,-37.716,145.13452,16.2,,1.0,3094.0,55.0,,
Moonee Ponds,Jellis,Moonee Valley,h,,4,6232.0,-37.77019,144.92691000000005,6.2,1894.0,2.0,3039.0,79.5,385.0,1400.0
Moonee Ponds,Jellis,Moonee Valley,h,,2,6232.0,-37.75782,144.92088,6.2,,1.0,3039.0,79.5,385.0,1400.0
Moonee Ponds,Nelson,Moonee Valley,h,,2,6232.0,-37.76121,144.92525,6.2,,1.0,3039.0,79.5,385.0,1400.0
Mordialloc,Ray,Kingston,h,,4,3650.0,-38.00406,145.09502,21.5,,3.0,3195.0,109.0,550.0,2000.0
Mordialloc,O'Brien,Kingston,h,,4,3650.0,-37.99991,145.09417,21.5,,2.0,3195.0,109.0,550.0,2000.0
Mount Waverley,McGrath,Monash,h,143.0,3,13366.0,-37.87389,145.12783000000005,14.2,1960.0,2.0,3149.0,60.0,315.0,1100.0
Mount Waverley,Ray,Monash,h,,4,13366.0,-37.86989000000001,145.1434,14.2,,3.0,3149.0,60.0,315.0,1100.0
Mount Waverley,Jellis,Monash,h,,5,13366.0,-37.8778,145.11236,14.2,,3.0,3149.0,60.0,315.0,1100.0
Mount Waverley,Jellis,Monash,h,,3,13366.0,-37.86071,145.1278,14.2,,1.0,3149.0,60.0,315.0,1100.0
Mount Waverley,Ray,Monash,h,167.0,3,13366.0,-37.86618,145.14757,14.2,1970.0,2.0,3149.0,60.0,315.0,1100.0
Mount Waverley,Fletchers,Monash,h,181.0,3,13366.0,-37.89757,145.11825,14.2,1965.0,2.0,3149.0,60.0,315.0,1100.0
Narre Warren,O'Brien,Casey,h,,3,9376.0,-38.03147,145.31126,34.1,,4.0,3805.0,150.0,380.0,1400.0
Narre Warren,Only,Casey,h,,3,9376.0,-38.02938,145.31876,34.1,1972.0,2.0,3805.0,150.0,380.0,1400.0
Newport,Williams,Hobsons Bay,h,121.0,2,5498.0,-37.84026,144.86667,6.2,2011.0,2.0,3015.0,96.0,559.5,1974.0
Newport,RT,Hobsons Bay,h,,3,5498.0,-37.84522,144.86516,6.2,,3.0,3015.0,96.0,559.5,1974.0
North Melbourne,Nelson,Melbourne,u,,2,6821.0,-37.79939,144.94635,1.8,,0.0,3051.0,100.0,688.5,2646.0
North Melbourne,Jellis,Melbourne,t,,2,6821.0,-37.80487,144.95705,1.8,,0.0,3051.0,100.0,688.5,2646.0
Northcote,Jellis,Darebin,h,,4,11364.0,-37.76501,145.00269,5.3,,2.0,3070.0,91.0,520.0,2200.0
Northcote,Nelson,Darebin,h,,3,11364.0,-37.77124,145.002,5.3,,0.0,3070.0,91.0,520.0,2200.0
Northcote,Woodards,Darebin,h,,3,11364.0,-37.78103,144.998,5.3,,1.0,3070.0,91.0,520.0,2200.0
Northcote,Ray,Darebin,u,,2,11364.0,-37.76622,145.01596,5.3,,1.0,3070.0,91.0,520.0,2200.0
Nunawading,Fletchers,Whitehorse,h,136.0,4,4973.0,-37.80827,145.18098999999995,15.4,1975.0,3.0,3131.0,89.0,546.0,2200.0
Nunawading,Fletchers,Whitehorse,h,,3,4973.0,-37.81376,145.17641,15.4,1954.0,0.0,3131.0,89.0,546.0,2200.0
Oak Park,Nelson,Moreland,t,112.0,2,2651.0,-37.712,144.91761,11.2,2015.0,1.0,3046.0,60.0,400.0,630.0
Ormond,Gary,Glen Eira,u,88.0,2,3578.0,-37.90286,145.04772,11.4,1970.0,1.0,3204.0,71.0,590.0,2251.0
Parkdale,Obrien,Kingston,t,124.0,3,5087.0,-37.99464,145.08099,21.5,1995.0,2.0,3195.0,109.0,550.0,2000.0
Parkdale,Thomson,Kingston,h,,3,5087.0,-37.99652,145.08523,21.5,1997.0,2.0,3195.0,109.0,550.0,2000.0
Pascoe Vale,Ray,Moreland,h,,3,7485.0,-37.72796,144.93885,8.5,,2.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Barry,Moreland,h,,3,7485.0,-37.72392,144.94951,8.5,,2.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Jellis,Moreland,h,263.0,5,7485.0,-37.72565,144.94953999999996,8.5,1960.0,3.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Nelson,Moreland,h,,3,7485.0,-37.73103,144.93963,8.5,,2.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Brad,Moreland,h,128.0,4,7485.0,-37.71561,144.94336,8.5,1950.0,3.0,3044.0,79.5,280.0,850.0
Point Cook,Reliance,Wyndham,h,227.6,5,15542.0,-37.89467,144.72018,14.7,2011.0,2.0,3030.0,68.0,380.0,1300.0
Port Melbourne,Cayzer,Port Phillip,u,,3,8648.0,-37.84007,144.94128999999995,3.5,,2.0,3207.0,152.0,1100.0,3600.0
Port Melbourne,Greg,Port Phillip,h,,3,8648.0,-37.83591,144.93648000000005,3.5,,2.0,3207.0,152.0,1100.0,3600.0
Port Melbourne,Lucas,Port Phillip,h,210.0,4,8648.0,-37.83933,144.93771,3.5,2010.0,2.0,3207.0,152.0,1100.0,3600.0
Prahran,Jellis,Stonnington,u,,1,7717.0,-37.85279,145.00811000000004,4.6,,0.0,3181.0,112.0,713.0,2699.5
Prahran,Rounds,Stonnington,u,,2,7717.0,-37.85417,145.00929,4.6,,1.0,3181.0,112.0,713.0,2699.5
Reservoir,RW,Darebin,h,120.0,3,21650.0,-37.71562,145.02175,12.0,1960.0,4.0,3073.0,55.0,335.0,1177.5
Reservoir,Barry,Darebin,h,,2,21650.0,-37.72874,145.02988,12.0,,1.0,3073.0,55.0,335.0,1177.5
